Country,Region,Year,Qrt,Product,Revenue,Expense,Sales.From.Online.Store
China,Asia,2006,Qrt 4,W721T,2877.33,1981,0.15
China,Asia,2006,Qrt 1,S701T,3965.55,1587.01,0.17
China,Asia,2006,Qrt 2,S701T,3587.09,1674.19,0.18
China,Asia,2006,Qrt 3,S701T,3556.57,1656.07,0.19
China,Asia,2006,Qrt 4,S701T,4036.83,1931.27,0.19
China,Asia,2006,Qrt 1,U702R,5903.01,3539.71,0.19
China,Asia,2006,Qrt 2,U702R,7389.89,2809.01,0.14
China,Asia,2006,Qrt 3,U702R,5823.67,3017.45,0.14
China,Asia,2006,Qrt 4,U702R,6747.74,3175.71,0.15
China,Asia,2006,Qrt 1,J230V,1463.25,977.02,0.15
China,Asia,2006,Qrt 2,J230V,1631.39,1046.65,0.21
China,Asia,2006,Qrt 3,J230V,1494.26,840.32,0.12
China,Asia,2006,Qrt 4,J230V,1431.9,1029.77,0.17
China,Asia,2006,Qrt 1,P532R,1057.52,384.67,0.16
China,Asia,2006,Qrt 2,P532R,959.44,379.54,0.18
China,Asia,2006,Qrt 3,P532R,779.82,371.41,0.18
China,Asia,2006,Qrt 4,P532R,925.14,312.9,0.25
Indian,Asia,2006,Qrt 1,L501R,18390.67,7329.94,0.24
Indian,Asia,2006,Qrt 2,L501R,14684.95,6922.62,0.13
Indian,Asia,2006,Qrt 3,L501R,16395.25,7113.7,0.19
Indian,Asia,2006,Qrt 4,L501R,14497.17,7324.15,0.17
Indian,Asia,2006,Qrt 1,J511T,7650.38,4109.27,0.18
Indian,Asia,2006,Qrt 2,J511T,8098.91,3853.25,0.17
Indian,Asia,2006,Qrt 3,J511T,8741.36,4070.59,0.17
Indian,Asia,2006,Qrt 4,J511T,9749.08,4125.59,0.19
Indian,Asia,2006,Qrt 1,F541T,5013.73,2592.24,0.18
Indian,Asia,2006,Qrt 2,F541T,4880.08,3608.2,0.15
Indian,Asia,2006,Qrt 3,F541T,4771.32,2661.5,0.17
Indian,Asia,2006,Qrt 4,F541T,4391.32,3176.67,0.19
Indian,Asia,2006,Qrt 1,505T,1312.48,707.04,0.19
Indian,Asia,2006,Qrt 2,505T,1164.66,432.67,0.16
Indian,Asia,2006,Qrt 3,505T,1397.24,716.79,0.21
Indian,Asia,2006,Qrt 4,505T,1288.36,613.86,0.21
Indian,Asia,2006,Qrt 1,NBA01R,7522.92,3055.84,0.2
Indian,Asia,2006,Qrt 2,NBA01R,7925.56,2956.69,0.21
Indian,Asia,2006,Qrt 3,NBA01R,6685.19,2537.31,0.14
Indian,Asia,2006,Qrt 4,NBA01R,9078.91,2948.47,0.21
Indian,Asia,2006,Qrt 1,RC03R,6200.41,3189.59,0.2
Indian,Asia,2006,Qrt 2,RC03R,5907.07,3050.5,0.19
Indian,Asia,2006,Qrt 3,RC03R,5644.66,3389.51,0.16
Indian,Asia,2006,Qrt 4,RC03R,5651.28,3482.86,0.17
Indian,Asia,2006,Qrt 1,NFL03T,1024.69,645.13,0.21
Indian,Asia,2006,Qrt 2,NFL03T,1249.19,557.3,0.17
Indian,Asia,2006,Qrt 3,NFL03T,1067.42,617.19,0.18
Indian,Asia,2006,Qrt 4,NFL03T,1105.95,658.93,0.2
Indian,Asia,2006,Qrt 1,W711R,5944.61,4031.83,0.1
Indian,Asia,2006,Qrt 2,W711R,7953.9,4945.26,0.18
Indian,Asia,2006,Qrt 3,W711R,5209.79,5058.1,0.19
Indian,Asia,2006,Qrt 4,W711R,8473.26,4684.92,0.17
Indian,Asia,2006,Qrt 1,W721T,2742.02,1932.66,0.2
Indian,Asia,2006,Qrt 2,W721T,3143.84,1862.33,0.2
Indian,Asia,2006,Qrt 3,W721T,2936.47,1768.01,0.22
Indian,Asia,2006,Qrt 4,W721T,2585.85,1930.79,0.17
Indian,Asia,2006,Qrt 1,S701T,2187.81,1212.09,0.17
Indian,Asia,2006,Qrt 2,S701T,2751.47,1163.78,0.14
Indian,Asia,2006,Qrt 3,S701T,2272.37,1173.87,0.14
Indian,Asia,2006,Qrt 4,S701T,2151.46,1052.15,0.15
Indian,Asia,2006,Qrt 1,U702R,4095.72,2849.18,0.22
Indian,Asia,2006,Qrt 2,U702R,5732.66,2925.82,0.2
Indian,Asia,2006,Qrt 3,U702R,4922.3,2259.45,0.2
Indian,Asia,2006,Qrt 4,U702R,4499.1,2716.32,0.18
Indian,Asia,2006,Qrt 1,J230V,1541.14,694.16,0.19
Indian,Asia,2006,Qrt 2,J230V,1394.74,600.69,0.17
Indian,Asia,2006,Qrt 3,J230V,1628.41,663.03,0.14
Indian,Asia,2006,Qrt 4,J230V,1557.25,559.73,0.2
Indian,Asia,2006,Qrt 1,P532R,642.86,255.21,0.17
Indian,Asia,2006,Qrt 2,P532R,540.38,325.06,0.15
Indian,Asia,2006,Qrt 3,P532R,568.68,336.72,0.2
Indian,Asia,2006,Qrt 4,P532R,597.42,331.43,0.15
Other,other,2006,Qrt 1,L501R,15512.16,7741.06,0.17
Other,other,2006,Qrt 2,L501R,13480.16,6204.38,0.15
Other,other,2006,Qrt 3,L501R,14776.18,6698.85,0.12
Other,other,2006,Qrt 4,L501R,14848.49,7397.74,0.1
Other,other,2006,Qrt 1,J511T,9602.21,4098.2,0.12
Other,other,2006,Qrt 2,J511T,9115.34,4639.34,0.11
Other,other,2006,Qrt 3,J511T,8661.24,5043.79,0.15
Other,other,2006,Qrt 4,J511T,9440.95,3826.36,0.12
Other,other,2006,Qrt 1,F541T,4455.94,2492,0.14
Other,other,2006,Qrt 2,F541T,4307.15,2892.78,0.12
Other,other,2006,Qrt 3,F541T,4385.85,2510.06,0.13
Other,other,2006,Qrt 4,F541T,4951.8,2686.74,0.14
Other,other,2006,Qrt 1,505T,1262.49,667,0.11
Other,other,2006,Qrt 2,505T,1296.71,684.56,0.12
Other,other,2006,Qrt 3,505T,1057.05,630,0.12
Other,other,2006,Qrt 4,505T,1311.05,530.63,0.12
Other,other,2006,Qrt 1,NBA01R,7395.54,3984.72,0.13
Other,other,2006,Qrt 2,NBA01R,7106.78,3419.87,0.15
Other,other,2006,Qrt 3,NBA01R,7226.75,4096.59,0.11
Other,other,2006,Qrt 4,NBA01R,7065.2,3711.54,0.11
Other,other,2006,Qrt 1,RC03R,6157.3,3979.63,0.13
Other,other,2006,Qrt 2,RC03R,7924.39,3732.52,0.13
Other,other,2006,Qrt 3,RC03R,6991.73,2986.76,0.1
Other,other,2006,Qrt 4,RC03R,6062.87,3839.5,0.13
Other,other,2006,Qrt 1,NFL03T,1578.52,923.17,0.13
Other,other,2006,Qrt 2,NFL03T,1851.92,942.93,0.13
Other,other,2006,Qrt 3,NFL03T,1538.37,898.52,0.14
Other,other,2006,Qrt 4,NFL03T,1436.81,839.39,0.14
Other,other,2006,Qrt 1,W711R,6158.81,3385.42,0.12
Other,other,2006,Qrt 2,W711R,6900.23,3455.17,0.13
Other,other,2006,Qrt 3,W711R,8050.21,3800.4,0.14
Other,other,2006,Qrt 4,W711R,6654.76,4285.55,0.17
Other,other,2006,Qrt 1,W721T,2626.34,1265.08,0.14
Other,other,2006,Qrt 2,W721T,2948.44,1435.26,0.17
Other,other,2006,Qrt 3,W721T,3036.36,1411.43,0.14
Other,other,2006,Qrt 4,W721T,2630.03,1331.31,0.15
Other,other,2006,Qrt 1,S701T,2342.66,1422.63,0.13
Other,other,2006,Qrt 2,S701T,2236.49,1637.83,0.13
Other,other,2006,Qrt 3,S701T,2509.03,1576.88,0.15
Other,other,2006,Qrt 4,S701T,2535.88,1380.38,0.12
Other,other,2006,Qrt 1,U702R,5210.53,2568.07,0.15
Other,other,2006,Qrt 2,U702R,4148.42,2112.07,0.12
Other,other,2006,Qrt 3,U702R,5500.8,1819.49,0.14
Other,other,2006,Qrt 4,U702R,4878.67,2609.41,0.15
Other,other,2006,Qrt 1,J230V,925.86,614.85,0.15
Other,other,2006,Qrt 2,J230V,1126.71,606.45,0.12
Other,other,2006,Qrt 3,J230V,871.22,538.68,0.11
Other,other,2006,Qrt 4,J230V,1082.44,688.69,0.15
Other,other,2006,Qrt 1,P532R,633.84,273.47,0.14
Other,other,2006,Qrt 2,P532R,806.22,315.95,0.14
Other,other,2006,Qrt 3,P532R,694.48,215.69,0.14
Other,other,2006,Qrt 4,P532R,616.13,343.88,0.14
United States,America,2007,Qrt 1,L501R,63679.78,46280.9,0.28
United States,America,2007,Qrt 2,L501R,71652.1,38902.67,0.22
United States,America,2007,Qrt 3,L501R,59685.17,52603.45,0.27
United States,America,2007,Qrt 4,L501R,85857.24,38910.8,0.38
United States,America,2007,Qrt 1,J511T,64737.9,27491.03,0.33
United States,America,2007,Qrt 2,J511T,54509.96,30477.7,0.28
United States,America,2007,Qrt 3,J511T,64485.06,36614.02,0.32
United States,America,2007,Qrt 4,J511T,57783.59,28929.19,0.32
United States,America,2007,Qrt 1,F541T,20158.75,19988.41,0.39
United States,America,2007,Qrt 2,F541T,18962.77,19207.27,0.4
United States,America,2007,Qrt 3,F541T,20435.62,23969.05,0.38
United States,America,2007,Qrt 4,F541T,16529.78,22833.9,0.35
United States,America,2007,Qrt 1,505T,7340,7337,0.32
United States,America,2007,Qrt 2,505T,6080.43,7793.51,0.25
United States,America,2007,Qrt 3,505T,6848.95,7246.41,0.36
United States,America,2007,Qrt 4,505T,6252.86,6899.46,0.36
United States,America,2007,Qrt 1,NBA01R,49956.99,14522.5,0.26
United States,America,2007,Qrt 2,NBA01R,44141.46,12142.95,0.3
United States,America,2007,Qrt 3,NBA01R,48926.63,14474.86,0.29
United States,America,2007,Qrt 4,NBA01R,44037.64,12899.44,0.35
United States,America,2007,Qrt 1,RC03R,23712.21,18477.62,0.33
United States,America,2007,Qrt 2,RC03R,20470.91,24547.29,0.37
United States,America,2007,Qrt 3,RC03R,23936.67,25881.85,0.37
United States,America,2007,Qrt 4,RC03R,25053.14,22524.65,0.3
United States,America,2007,Qrt 1,NFL03T,12509.42,5582.47,0.36
United States,America,2007,Qrt 2,NFL03T,11513.04,5707.26,0.35
United States,America,2007,Qrt 3,NFL03T,12724.94,5103.74,0.35
United States,America,2007,Qrt 4,NFL03T,11246.44,5883.65,0.32
United States,America,2007,Qrt 1,W711R,53178.89,18379.57,0.33
United States,America,2007,Qrt 2,W711R,62288.35,20175.51,0.31
United States,America,2007,Qrt 3,W711R,47653.15,18392.53,0.35
United States,America,2007,Qrt 4,W711R,68927.48,17082.23,0.31
United States,America,2007,Qrt 1,W721T,10610.11,8604.1,0.29
United States,America,2007,Qrt 2,W721T,14660.62,7665.87,0.37
United States,America,2007,Qrt 3,W721T,11216.72,7667.19,0.34
United States,America,2007,Qrt 4,W721T,10711.57,6755.22,0.38
United States,America,2007,Qrt 1,S701T,10753.56,9105.86,0.31
United States,America,2007,Qrt 2,S701T,12474.19,10425.94,0.37
United States,America,2007,Qrt 3,S701T,10165.16,10486.89,0.28
United States,America,2007,Qrt 4,S701T,10219.1,10908.6,0.34
United States,America,2007,Qrt 1,U702R,15228.18,7373.33,0.29
United States,America,2007,Qrt 2,U702R,18503.81,7895.98,0.28
United States,America,2007,Qrt 3,U702R,21740.07,8388.29,0.32
United States,America,2007,Qrt 4,U702R,16508.42,9312.21,0.29
United States,America,2007,Qrt 1,J230V,7211.26,4123,0.27
United States,America,2007,Qrt 2,J230V,7418.09,5170.33,0.33
United States,America,2007,Qrt 3,J230V,9705.38,4100.59,0.3
United States,America,2007,Qrt 4,J230V,8608.07,4483.51,0.32
United States,America,2007,Qrt 1,P532R,3439.88,2798.46,0.3
United States,America,2007,Qrt 2,P532R,4486.95,2111.45,0.34
United States,America,2007,Qrt 3,P532R,4111.49,2661.75,0.35
United States,America,2007,Qrt 4,P532R,3764.14,2806.53,0.24
Canada,America,2007,Qrt 1,L501R,45580.76,32375.3,0.33
Canada,America,2007,Qrt 2,L501R,59277.85,28211.1,0.33
Canada,America,2007,Qrt 3,L501R,61466.87,32330.19,0.27
Canada,America,2007,Qrt 4,L501R,47223.71,35401.36,0.34
Canada,America,2007,Qrt 1,J511T,45249.89,18506.18,0.37
Canada,America,2007,Qrt 2,J511T,41224.16,18183.46,0.3
Canada,America,2007,Qrt 3,J511T,45993.73,16608.12,0.38
Canada,America,2007,Qrt 4,J511T,43426.26,22435.69,0.37
Canada,America,2007,Qrt 1,F541T,16186.93,13262.72,0.36
Canada,America,2007,Qrt 2,F541T,17112.84,11852.32,0.38
Canada,America,2007,Qrt 3,F541T,15173.73,12566.1,0.37
Canada,America,2007,Qrt 4,F541T,13316.35,13018.24,0.38
Canada,America,2007,Qrt 1,505T,5104.78,4006.62,0.4
Canada,America,2007,Qrt 2,505T,4396.54,3619.41,0.35
Canada,America,2007,Qrt 3,505T,4176.83,4392.98,0.29
Canada,America,2007,Qrt 4,505T,4833.66,3984.68,0.37
Canada,America,2007,Qrt 1,NBA01R,31496.44,10791.8,0.3
Canada,America,2007,Qrt 2,NBA01R,43576.63,10864.12,0.33
Canada,America,2007,Qrt 3,NBA01R,41333.99,9417.87,0.38
Canada,America,2007,Qrt 4,NBA01R,39511.48,10605.92,0.32
Canada,America,2007,Qrt 1,RC03R,13918.75,10183.99,0.32
Canada,America,2007,Qrt 2,RC03R,18738.24,9454.59,0.39
Canada,America,2007,Qrt 3,RC03R,16122.08,7722.77,0.37
Canada,America,2007,Qrt 4,RC03R,13747.72,7769.79,0.43
Canada,America,2007,Qrt 1,NFL03T,8113.87,3302.66,0.28
Canada,America,2007,Qrt 2,NFL03T,5929.63,3190.67,0.33
Canada,America,2007,Qrt 3,NFL03T,9470.85,3829.29,0.3
Canada,America,2007,Qrt 4,NFL03T,7412.88,3380.01,0.35
Canada,America,2007,Qrt 1,W711R,28012.16,11532,0.34
Canada,America,2007,Qrt 2,W711R,29469.62,11291.46,0.33
Canada,America,2007,Qrt 3,W711R,24645.52,11505.87,0.28
Canada,America,2007,Qrt 4,W711R,22301.33,12387.15,0.35
Canada,America,2007,Qrt 1,W721T,9874.12,5696.98,0.31
Canada,America,2007,Qrt 2,W721T,12134.84,4949.59,0.31
Canada,America,2007,Qrt 3,W721T,10882.37,4425.84,0.31
Canada,America,2007,Qrt 4,W721T,8915.22,5419.51,0.31
Canada,America,2007,Qrt 1,S701T,15512.87,6643.78,0.36
Canada,America,2007,Qrt 2,S701T,13548.23,6552.42,0.24
Canada,America,2007,Qrt 3,S701T,16841.91,6674.2,0.28
Canada,America,2007,Qrt 4,S701T,16895.78,7806.31,0.31
Canada,America,2007,Qrt 1,U702R,11951.55,10193.7,0.36
Canada,America,2007,Qrt 2,U702R,12522.11,11736.38,0.32
Canada,America,2007,Qrt 3,U702R,9219.78,12596.89,0.41
Canada,America,2007,Qrt 4,U702R,12661.64,12007.57,0.38
Canada,America,2007,Qrt 1,J230V,8463.07,3605.04,0.36
Canada,America,2007,Qrt 2,J230V,7228.29,3613.6,0.33
Canada,America,2007,Qrt 3,J230V,6728.71,3073.71,0.3
Canada,America,2007,Qrt 4,J230V,6012.98,3128.14,0.29
Canada,America,2007,Qrt 1,P532R,3186.72,1601.54,0.28
Canada,America,2007,Qrt 2,P532R,2785.81,1459.95,0.4
Canada,America,2007,Qrt 3,P532R,2981.45,1719.41,0.41
Canada,America,2007,Qrt 4,P532R,3379.06,1672.21,0.31
Britain,Europe,2007,Qrt 1,L501R,17459.89,8619.07,0.27
Britain,Europe,2007,Qrt 2,L501R,16351.07,11025.19,0.33
Britain,Europe,2007,Qrt 3,L501R,19881.18,7108.95,0.3
Britain,Europe,2007,Qrt 4,L501R,18905.74,9500.48,0.32
Britain,Europe,2007,Qrt 1,J511T,13899.46,6327.51,0.34
Britain,Europe,2007,Qrt 2,J511T,11972.4,4934.35,0.36
Britain,Europe,2007,Qrt 3,J511T,15703.44,6919.1,0.32
Britain,Europe,2007,Qrt 4,J511T,13791.17,6511.15,0.34
Britain,Europe,2007,Qrt 1,F541T,6224.48,5013.92,0.28
Britain,Europe,2007,Qrt 2,F541T,6604.46,4140.84,0.24
Britain,Europe,2007,Qrt 3,F541T,6456.32,4717.63,0.29
Britain,Europe,2007,Qrt 4,F541T,6319.35,4111.13,0.26
Britain,Europe,2007,Qrt 1,505T,1470.41,1354.1,0.31
Britain,Europe,2007,Qrt 2,505T,1516.82,1318.71,0.29
Britain,Europe,2007,Qrt 3,505T,1591.43,1343.26,0.3
Britain,Europe,2007,Qrt 4,505T,1656.12,1422.45,0.29
Britain,Europe,2007,Qrt 1,NBA01R,12072.1,6379.85,0.27
Britain,Europe,2007,Qrt 2,NBA01R,14138.93,6636.18,0.28
Britain,Europe,2007,Qrt 3,NBA01R,10702.41,5717.37,0.27
Britain,Europe,2007,Qrt 4,NBA01R,10660.67,5165.96,0.3
Britain,Europe,2007,Qrt 1,RC03R,5271.51,5250.82,0.21
Britain,Europe,2007,Qrt 2,RC03R,5201.16,4347.96,0.28
Britain,Europe,2007,Qrt 3,RC03R,5193.96,5596.28,0.28
Britain,Europe,2007,Qrt 4,RC03R,6353.64,5797.56,0.24
Britain,Europe,2007,Qrt 1,NFL03T,1490.01,713.03,0.25
Britain,Europe,2007,Qrt 2,NFL03T,1184.73,679.9,0.32
Britain,Europe,2007,Qrt 3,NFL03T,1735.88,589.36,0.32
Britain,Europe,2007,Qrt 4,NFL03T,1254.37,631.84,0.29
Britain,Europe,2007,Qrt 1,W711R,7466.93,4275.18,0.29
Britain,Europe,2007,Qrt 2,W711R,9245.21,3650.41,0.28
Britain,Europe,2007,Qrt 3,W711R,7162.15,4348.05,0.31
Britain,Europe,2007,Qrt 4,W711R,8708.54,4315.54,0.31
Britain,Europe,2007,Qrt 1,W721T,2614.94,2781.48,0.26
Britain,Europe,2007,Qrt 2,W721T,3183.46,3195.19,0.33
Britain,Europe,2007,Qrt 3,W721T,2522.62,3663.94,0.33
Britain,Europe,2007,Qrt 4,W721T,2787.99,2293.65,0.37
Britain,Europe,2007,Qrt 1,S701T,5245.05,1212.99,0.24
Britain,Europe,2007,Qrt 2,S701T,4052.31,1236.78,0.3
Britain,Europe,2007,Qrt 3,S701T,4064.8,1083.83,0.32
Britain,Europe,2007,Qrt 4,S701T,4930.29,1043.54,0.22
Britain,Europe,2007,Qrt 1,U702R,8687.84,3811.88,0.35
Britain,Europe,2007,Qrt 2,U702R,7348.59,3607.63,0.31
Britain,Europe,2007,Qrt 3,U702R,7343.92,3199.79,0.35
Britain,Europe,2007,Qrt 4,U702R,6862.36,3136.86,0.29
Britain,Europe,2007,Qrt 1,J230V,2595.89,686.37,0.33
Britain,Europe,2007,Qrt 2,J230V,2120.5,577.94,0.3
Britain,Europe,2007,Qrt 3,J230V,2959.36,575.08,0.32
Britain,Europe,2007,Qrt 4,J230V,2296.28,564.67,0.28
Britain,Europe,2007,Qrt 1,P532R,1056.51,414.01,0.29
Britain,Europe,2007,Qrt 2,P532R,826.6,468.36,0.32
Britain,Europe,2007,Qrt 3,P532R,919.27,522.2,0.29
Britain,Europe,2007,Qrt 4,P532R,816.81,488.33,0.36
France,Europe,2007,Qrt 1,L501R,14425.46,8293.91,0.25
France,Europe,2007,Qrt 2,L501R,22503.91,9394.37,0.26
France,Europe,2007,Qrt 3,L501R,15846.59,6284.09,0.3
France,Europe,2007,Qrt 4,L501R,15961.77,9249.39,0.32
France,Europe,2007,Qrt 1,J511T,13823.79,6002.52,0.21
France,Europe,2007,Qrt 2,J511T,9372.78,6613.59,0.26
France,Europe,2007,Qrt 3,J511T,13735.07,5011.54,0.24
France,Europe,2007,Qrt 4,J511T,12194.04,7326.24,0.34
France,Europe,2007,Qrt 1,F541T,4593.19,3253.74,0.28
France,Europe,2007,Qrt 2,F541T,5287.82,3245.43,0.39
France,Europe,2007,Qrt 3,F541T,5008.82,3615.44,0.29
France,Europe,2007,Qrt 4,F541T,4448.92,3500.95,0.24
France,Europe,2007,Qrt 1,505T,2589.89,1344.51,0.29
France,Europe,2007,Qrt 2,505T,2459.89,1135.37,0.29
France,Europe,2007,Qrt 3,505T,2408.61,1227.82,0.26
France,Europe,2007,Qrt 4,505T,2789.3,1322.86,0.3
France,Europe,2007,Qrt 1,NBA01R,6424.1,2908.19,0.3
France,Europe,2007,Qrt 2,NBA01R,4837.11,3033.84,0.3
France,Europe,2007,Qrt 3,NBA01R,5937.93,3062.22,0.35
France,Europe,2007,Qrt 4,NBA01R,6109.07,2856.97,0.24
France,Europe,2007,Qrt 1,RC03R,9002.86,4842.14,0.2
France,Europe,2007,Qrt 2,RC03R,9968.97,4198.95,0.3
France,Europe,2007,Qrt 3,RC03R,8995.88,3796.76,0.25
France,Europe,2007,Qrt 4,RC03R,8498.27,4527.04,0.31
France,Europe,2007,Qrt 1,NFL03T,2423.09,594.85,0.29
France,Europe,2007,Qrt 2,NFL03T,2329.69,529.11,0.33
France,Europe,2007,Qrt 3,NFL03T,2663.9,581.9,0.3
France,Europe,2007,Qrt 4,NFL03T,1904.72,582.2,0.33
France,Europe,2007,Qrt 1,W711R,7490.45,6196.18,0.3
France,Europe,2007,Qrt 2,W711R,6085.66,7205.02,0.28
France,Europe,2007,Qrt 3,W711R,5612.56,5955.32,0.31
France,Europe,2007,Qrt 4,W711R,7528.86,6854.26,0.32
France,Europe,2007,Qrt 1,W721T,2691.08,1373.25,0.25
France,Europe,2007,Qrt 2,W721T,2805.54,1377.5,0.27
France,Europe,2007,Qrt 3,W721T,2544.53,1458.68,0.29
France,Europe,2007,Qrt 4,W721T,2657.71,1232.58,0.29
France,Europe,2007,Qrt 1,S701T,3589.19,1912.13,0.31
France,Europe,2007,Qrt 2,S701T,4345.99,2105.41,0.28
France,Europe,2007,Qrt 3,S701T,4800.45,1827.18,0.25
France,Europe,2007,Qrt 4,S701T,4111.11,1773.15,0.27
France,Europe,2007,Qrt 1,U702R,4898.18,3047.86,0.31
France,Europe,2007,Qrt 2,U702R,6311.36,2456.75,0.28
France,Europe,2007,Qrt 3,U702R,6061.65,3287.54,0.25
France,Europe,2007,Qrt 4,U702R,6087.87,3205.52,0.26
France,Europe,2007,Qrt 1,J230V,922.68,606.77,0.29
France,Europe,2007,Qrt 2,J230V,1125.15,561.5,0.31
France,Europe,2007,Qrt 3,J230V,1096.39,589.14,0.25
France,Europe,2007,Qrt 4,J230V,1087.88,541.54,0.29
France,Europe,2007,Qrt 1,P532R,458.55,411.18,0.29
France,Europe,2007,Qrt 2,P532R,524.63,378.23,0.26
France,Europe,2007,Qrt 3,P532R,461.7,518.87,0.26
France,Europe,2007,Qrt 4,P532R,467.23,460.64,0.27
Germany,Europe,2007,Qrt 1,L501R,11891.48,6915.63,0.26
Germany,Europe,2007,Qrt 2,L501R,10830.39,6552.92,0.27
Germany,Europe,2007,Qrt 3,L501R,15394.69,7603.14,0.31
Germany,Europe,2007,Qrt 4,L501R,15784.96,4811.76,0.34
Germany,Europe,2007,Qrt 1,J511T,8674.3,4782.99,0.24
Germany,Europe,2007,Qrt 2,J511T,12740.74,6183.2,0.28
Germany,Europe,2007,Qrt 3,J511T,11639.13,5523.26,0.36
Germany,Europe,2007,Qrt 4,J511T,10885.33,3570.96,0.26
Germany,Europe,2007,Qrt 1,F541T,3709.5,4099.19,0.25
Germany,Europe,2007,Qrt 2,F541T,3877.53,3460.66,0.3
Germany,Europe,2007,Qrt 3,F541T,3873.58,3282.53,0.28
Germany,Europe,2007,Qrt 4,F541T,2884.49,3038.59,0.25
Germany,Europe,2007,Qrt 1,505T,1204.04,935.49,0.22
Germany,Europe,2007,Qrt 2,505T,1123.76,1171.78,0.28
Germany,Europe,2007,Qrt 3,505T,1112.79,997.46,0.3
Germany,Europe,2007,Qrt 4,505T,1079.81,995.37,0.26
Germany,Europe,2007,Qrt 1,NBA01R,8795.71,2449.6,0.22
Germany,Europe,2007,Qrt 2,NBA01R,8870.81,3263.53,0.34
Germany,Europe,2007,Qrt 3,NBA01R,9443.52,1932.31,0.35
Germany,Europe,2007,Qrt 4,NBA01R,8445.97,2351.44,0.32
Germany,Europe,2007,Qrt 1,RC03R,8613.81,4304.78,0.33
Germany,Europe,2007,Qrt 2,RC03R,7459.24,4296.77,0.3
Germany,Europe,2007,Qrt 3,RC03R,7691.54,4326.03,0.33
Germany,Europe,2007,Qrt 4,RC03R,8866.9,3709.85,0.36
Germany,Europe,2007,Qrt 1,NFL03T,1563.77,503.73,0.3
Germany,Europe,2007,Qrt 2,NFL03T,1949.93,620.54,0.3
Germany,Europe,2007,Qrt 3,NFL03T,1735.44,712.5,0.28
Germany,Europe,2007,Qrt 4,NFL03T,2299.7,567.68,0.29
Germany,Europe,2007,Qrt 1,W711R,7944.61,3766.77,0.33
Germany,Europe,2007,Qrt 2,W711R,6959.11,3272.6,0.35
Germany,Europe,2007,Qrt 3,W711R,6444.67,2955.65,0.32
Germany,Europe,2007,Qrt 4,W711R,7516.68,3879.91,0.25
Germany,Europe,2007,Qrt 1,W721T,3843.7,2603.75,0.3
Germany,Europe,2007,Qrt 2,W721T,3851.69,2653.12,0.27
Germany,Europe,2007,Qrt 3,W721T,4551.23,2109.33,0.32
Germany,Europe,2007,Qrt 4,W721T,4198.65,2069.57,0.33
Germany,Europe,2007,Qrt 1,S701T,1936.55,1909.94,0.28
Germany,Europe,2007,Qrt 2,S701T,1840.34,1899.17,0.35
Germany,Europe,2007,Qrt 3,S701T,2121.7,2139.58,0.26
Germany,Europe,2007,Qrt 4,S701T,2041.88,2108.32,0.36
Germany,Europe,2007,Qrt 1,U702R,3156.98,1769.91,0.33
Germany,Europe,2007,Qrt 2,U702R,2866.31,1702.25,0.33
Germany,Europe,2007,Qrt 3,U702R,2680.43,1418.12,0.23
Germany,Europe,2007,Qrt 4,U702R,2837.72,1996.07,0.3
Germany,Europe,2007,Qrt 1,J230V,1860.29,881.74,0.24
Germany,Europe,2007,Qrt 2,J230V,1856.53,776.77,0.32
Germany,Europe,2007,Qrt 3,J230V,1791.55,796.28,0.26
Germany,Europe,2007,Qrt 4,J230V,1688.95,1047.63,0.31
Germany,Europe,2007,Qrt 1,P532R,556.72,354.19,0.29
Germany,Europe,2007,Qrt 2,P532R,534.62,413.94,0.33
Germany,Europe,2007,Qrt 3,P532R,490.88,451.52,0.35
Germany,Europe,2007,Qrt 4,P532R,479.29,365.16,0.25
Spain,Europe,2007,Qrt 1,L501R,7001.64,3425.79,0.29
Spain,Europe,2007,Qrt 2,L501R,5709.54,3619.02,0.33
Spain,Europe,2007,Qrt 3,L501R,6964.98,2899.64,0.21
Spain,Europe,2007,Qrt 4,L501R,6368.53,4063.25,0.27
Spain,Europe,2007,Qrt 1,J511T,5370.62,2466.05,0.31
Spain,Europe,2007,Qrt 2,J511T,5816.13,3070.82,0.29
Spain,Europe,2007,Qrt 3,J511T,5667.38,2224.27,0.29
Spain,Europe,2007,Qrt 4,J511T,5050.91,2478,0.32
Spain,Europe,2007,Qrt 1,F541T,2251.21,1592.27,0.29
Spain,Europe,2007,Qrt 2,F541T,2020.01,1438.59,0.25
Spain,Europe,2007,Qrt 3,F541T,1809.15,1508.25,0.29
Spain,Europe,2007,Qrt 4,F541T,2410,1489.66,0.29
Spain,Europe,2007,Qrt 1,505T,849.13,319.54,0.31
Spain,Europe,2007,Qrt 2,505T,930.07,333.47,0.33
Spain,Europe,2007,Qrt 3,505T,1102.44,279.8,0.23
Spain,Europe,2007,Qrt 4,505T,752.13,281.06,0.26
Spain,Europe,2007,Qrt 1,NBA01R,5128.02,1766.05,0.29
Spain,Europe,2007,Qrt 2,NBA01R,5650.93,1871.27,0.29
Spain,Europe,2007,Qrt 3,NBA01R,4564.52,2527.12,0.27
Spain,Europe,2007,Qrt 4,NBA01R,4364.29,2516.78,0.29
Spain,Europe,2007,Qrt 1,RC03R,3178.71,1102.78,0.27
Spain,Europe,2007,Qrt 2,RC03R,4122.14,1410.21,0.28
